Title,Directions,Quantity,Unit01,Ingredient01,Quantity02,Unit02,Ingredient02,Quantity03,Unit03,Ingredient03,Quantity04,Unit04,Ingredient04,Quantity05,Unit05,Ingredient05,Quantity06,Unit06,Ingredient06,Quantity07,Unit07,Ingredient07,Quantity08,Unit08,Ingredient08,Quantity09,Unit09,Ingredient09,Quantity10,Unit10,Ingredient10,Quantity11,Unit11,Ingredient11,Quantity12,Unit12,Ingredient12,Quantity13,Unit13,Ingredient13,Quantity14,Unit14,Ingredient14,Quantity15,Unit15,Ingredient15,Quantity16,Unit16,Ingredient16,Quantity17,Unit17,Ingredient17,Quantity18,Unit18,Ingredient18,Quantity19,Unit19,Ingredient19,Category,ingredients,tokenized_ingr,ingr_json
Cucumbers in Sour Cream,Stir together. Refrigerate 30 minutes.,3,cups,"cucumbers, sliced",1 1/2,tsp,salt, 1/8,tsp,pepper,3,Tbsp,"chives or scallions, minced",1,cup,sour cream,2,Tbsp,lemon juice,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,salads and dressings,"cucumbers, sliced;salt;pepper;chives or scallions, minced;sour cream;lemon juice;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['cucumbers', ',', 'sliced', ';', 'salt', ';', 'pepper', ';', 'chives', 'or', 'scallions', ',', 'minced', ';', 'sour', 'cream', ';', 'lemon', 'juice', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Five Bean Salad,Drain beans and stir together. Mix ingredients for dressing. Combine dressing and beans.,1,can,green beans,1,can,wax beans,1,can,kidney beans,1,can,garbanzo beans,1,can,bean sprouts,1,nan,"red onion, sliced", 1/2,cup,sugar, 1/2,cup,vinegar, 1/2,cup,oil,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,salads and dressings,"green beans;wax beans;kidney beans;garbanzo beans;bean sprouts;red onion, sliced;sugar;vinegar;oil;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['green', 'beans', ';', 'wax', 'beans', ';', 'kidney', 'beans', ';', 'garbanzo', 'beans', ';', 'bean', 'sprouts', ';', 'red', 'onion', ',', 'sliced', ';', 'sugar', ';', 'vinegar', ';', 'oil', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",['sugar']
Five Cup Salad,Combine all ingredients. Chill overnight.,1,cup,pineapple chunks,1,cup,mandarin oranges,1,cup,coconut,1,cup,marshmallows,1,cup,sour cream,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,salads and dressings,pineapple chunks;mandarin oranges;coconut;marshmallows;sour cream;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan,"['pineapple', 'chunks', ';', 'mandarin', 'oranges', ';', 'coconut', ';', 'marshmallows', ';', 'sour', 'cream', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Garden Vegetable Pasta,"Cut vegetables into birte size pieces. Cook 5 minutes, until fork tender. Rinse with cold water. Cook and chill pasta. Toss all with Italian Dressing.",nan,nan,asparagus,nan,nan,broccoli,nan,nan,cauliflower,nan,nan,green onions,nan,nan,radishes,nan,nan,peeled tomato,nan,nan,avacado,nan,nan,fresh mushrooms,nan,nan,pasta,nan,nan,Italian Dressing,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,salads and dressings,asparagus;broccoli;cauliflower;green onions;radishes;peeled tomato;avacado;fresh mushrooms;pasta;Italian Dressing;nan;nan;nan;nan;nan;nan;nan;nan;nan,"['asparagus', ';', 'broccoli', ';', 'cauliflower', ';', 'green', 'onions', ';', 'radishes', ';', 'peeled', 'tomato', ';', 'avacado', ';', 'fresh', 'mushrooms', ';', 'pasta', ';', 'Italian', 'Dressing', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Green Bean Salad,"Mix oil, vinegar, onion, and lemon. Pour over beans. Chill 3 hour or longer. Spoon beans onto lettuce with slotted spoon. Top with crumbled blue cheese and coarsely chopped walnuts",1,pound,fresh beans, 3/4,cup,salad oil,1,cup,white vinegar, 1/2,cup,"red onion, chopped",2,tsp,grated lemon rind,nan,nan,blue cheese,nan,nan,"walnuts, chopped",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,salads and dressings,"fresh beans;salad oil;white vinegar;red onion, chopped;grated lemon rind;blue cheese;walnuts, chopped;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['fresh', 'beans', ';', 'salad', 'oil', ';', 'white', 'vinegar', ';', 'red', 'onion', ',', 'chopped', ';', 'grated', 'lemon', 'rind', ';', 'blue', 'cheese', ';', 'walnuts', ',', 'chopped', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Heavenly Cheese Salad,"Bring juice to a boil, pour over jello. Cool. Mix pineapple, nuts, and cheese. Add to jello. Fold in whipped cream. Pour into mold. Chill.",1,small package,lemon jello,1,cup,pineapple juice + water,1,cup,crushed pineapple,8,oz,cream cheese,1,cup,"walnuts, chopped",1,pint,whipped cream,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,salads and dressings,"lemon jello;pineapple juice + water;crushed pineapple;cream cheese;walnuts, chopped;whipped cream;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['lemon', 'jello', ';', 'pineapple', 'juice', '+', 'water', ';', 'crushed', 'pineapple', ';', 'cream', 'cheese', ';', 'walnuts', ',', 'chopped', ';', 'whipped', 'cream', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Horseradish Dressing,Combine all ingredients in blender or food processor., 1/2,cup,horseradish,4,cups,mayonnaise,1,cup,sour cream, 3/4,cup,buttermilk, 1/2,cup,oil,1,tsp,onion powder,1,tsp,salt, 1/2,tsp,pepper, 3/4,tsp,kelp, 1/4,cup,vinegar,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,salads and dressings,horseradish;mayonnaise;sour cream;buttermilk;oil;onion powder;salt;pepper;kelp;vinegar;nan;nan;nan;nan;nan;nan;nan;nan;nan,"['horseradish', ';', 'mayonnaise', ';', 'sour', 'cream', ';', 'buttermilk', ';', 'oil', ';', 'onion', 'powder', ';', 'salt', ';', 'pepper', ';', 'kelp', ';', 'vinegar', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Lemon Cloud Salad,Set jello with 1/2 c. less water than package instructions. When partially set stir in Dream Whip. Add fruits. Set several hours to chill.,1,large package,lemon jello,1,can,mandarin oranges,1,med. can,pineapple tidbits,2,nan,"bananas, sliced",2,cups,Dream Whip,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,salads and dressings,"lemon jello;mandarin oranges;pineapple tidbits;bananas, sliced;Dream Whip;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['lemon', 'jello', ';', 'mandarin', 'oranges', ';', 'pineapple', 'tidbits', ';', 'bananas', ',', 'sliced', ';', 'Dream', 'Whip', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Lima Bean Salad,"Thoroughly mix vinegar, vegetable oil, and salt. Cook beans until tender, drain and rinse under cold water. Add other ingredients and toss. Chill in refrigerator for 1-2 hours.",1,10z. pkg.,frozen lima beans,8,nan,"fresh mushrooms, sliced",4,nan,"green onions, sliced",1,Tbsp,"parsley, choped", 1/2,tsp,oregano,1,Tbsp,vegetable oil, 3/4,tsp,salt,nan,dash,pepper,1,clove,"garlic, crushed or 1/8 tsp. garlic pwder.",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,salads and dressings,"frozen lima beans;fresh mushrooms, sliced;green onions, sliced;parsley, choped;oregano;vegetable oil;salt;pepper;garlic, crushed or 1/8 tsp. garlic pwder.;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['frozen', 'lima', 'beans', ';', 'fresh', 'mushrooms', ',', 'sliced', ';', 'green', 'onions', ',', 'sliced', ';', 'parsley', ',', 'choped', ';', 'oregano', ';', 'vegetable', 'oil', ';', 'salt', ';', 'pepper', ';', 'garlic', ',', 'crushed', 'or', '1/8', 'tsp', '.', 'garlic', 'pwder', '.', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Pea Salad,Stir together and enjoy.,1,bag,"frozen peas, uncooked",1,cup,"green onion, chopped",1/2 to 1,cup,crumbled bacon bits,1,can,"water chestnuts, sliced",1,cup,salted cashew pieces.,1,small carton,sour cream,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,salads and dressings,"frozen peas, uncooked;green onion, chopped;crumbled bacon bits;water chestnuts, sliced;salted cashew pieces.;sour cream;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['frozen', 'peas', ',', 'uncooked', ';', 'green', 'onion', ',', 'chopped', ';', 'crumbled', 'bacon', 'bits', ';', 'water', 'chestnuts', ',', 'sliced', ';', 'salted', 'cashew', 'pieces', '.', ';', 'sour', 'cream', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
School French Dressing,nan,1,cup,oil, 1/2,cup,vinegar,nan,nan,salt and  pepper to taste, 1/4,tsp,dry mustard,1,tsp,paprika, 1/2,cup,sugar,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,salads and dressings,oil;vinegar;salt and  pepper to taste;dry mustard;paprika;sugar;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan,"['oil', ';', 'vinegar', ';', 'salt', 'and', 'pepper', 'to', 'taste', ';', 'dry', 'mustard', ';', 'paprika', ';', 'sugar', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",['sugar']
Spinach Salad,"Mix spinach and thinly sliced onion. Fry bacon until crisp, drain. To drippings add vinegar, water, sugar, and salt. Bring to a boil. Beat egg until light. Add sour cream. Pour boiling liquid over egg then pour back in skillet. Cook over low heat until thick. Pour over spinach, add bacon and chopped egg. Toss lightly.", 1/2,pound ,spinach leaves,1,medium,"onion, red is best",2,slices,bacon, 2/3,cup,vinegar, 1/2,cup,water,1,Tbsp,sugar,1,tsp,salt,1,nan,"egg, slightly beaten",1,nan,"egg, hard-boiled",2,Tbsp,sour cream,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,salads and dressings,"spinach leaves;onion, red is best;bacon;vinegar;water;sugar;salt;egg, slightly beaten;egg, hard-boiled;sour cream;nan;nan;nan;nan;nan;nan;nan;nan;nan","['spinach', 'leaves', ';', 'onion', ',', 'red', 'is', 'best', ';', 'bacon', ';', 'vinegar', ';', 'water', ';', 'sugar', ';', 'salt', ';', 'egg', ',', 'slightly', 'beaten', ';', 'egg', ',', 'hard-boiled', ';', 'sour', 'cream', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",['sugar']
Spinach Salad with Avocado,"Clean spinach. Tear for salad. Cut avocado in small pieces. Sprinkle with lemon. Slice onion as thin as possible. Combine spinach, avocado, onion, and oranges. Mix remaining ingredients to make dressing. Pour dressing over salad. Sprinkle on bacon bits.",1,pound,fresh spinach,1,nan,avocado,1,Tbsp,lemon juice,1,nan,red onion,1,can,mandarin oranges,2,Tbsp,sour cream,1,clove,"garlic, crushed", 1/4,tsp,salt, 1/2,tsp,lemon peel, 1/2,tsp,paprika, 1/4,tsp,pepper,2,Tbsp,vinegar, 1/2,cup,olive oil,6,slices,"bacon, crisp and crumbled",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,salads and dressings,"fresh spinach;avocado;lemon juice;red onion;mandarin oranges;sour cream;garlic, crushed;salt;lemon peel;paprika;pepper;vinegar;olive oil;bacon, crisp and crumbled;nan;nan;nan;nan;nan","['fresh', 'spinach', ';', 'avocado', ';', 'lemon', 'juice', ';', 'red', 'onion', ';', 'mandarin', 'oranges', ';', 'sour', 'cream', ';', 'garlic', ',', 'crushed', ';', 'salt', ';', 'lemon', 'peel', ';', 'paprika', ';', 'pepper', ';', 'vinegar', ';', 'olive', 'oil', ';', 'bacon', ',', 'crisp', 'and', 'crumbled', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Spinach Salad with Alfalfa Sprouts,"Mix dressing ingredients: mayonnaise, catsup, lemon juice, and sugar. Combine remaining ingredients. Toss with dressing.",nan,nan,spinach greens,nan,nan,sliced onion,nan,nan,alfalfa sprouts,nan,nan,bacon bits,nan,nan,grated jack cheese,nan,nan,sunflower seeds,nan,nan,mayonnaise,nan,nan,catsup,nan,nan,lemon juice,1,tsp,sugar,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,salads and dressings,spinach greens;sliced onion;alfalfa sprouts;bacon bits;grated jack cheese;sunflower seeds;mayonnaise;catsup;lemon juice;sugar;nan;nan;nan;nan;nan;nan;nan;nan;nan,"['spinach', 'greens', ';', 'sliced', 'onion', ';', 'alfalfa', 'sprouts', ';', 'bacon', 'bits', ';', 'grated', 'jack', 'cheese', ';', 'sunflower', 'seeds', ';', 'mayonnaise', ';', 'catsup', ';', 'lemon', 'juice', ';', 'sugar', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",['sugar']
Summer Fruit Salad,Combine all ingredients. Cover and chill several hours or overnight.,1,can,pineapple chunks in juice,1,can,mandarin oranges,1,can,seedless grapes, 1/2,nan,"cantaloupe, cut into chunks",2,cups,watermelon chunks,2,cups,marshmallows,1,pint,sour cream,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,salads and dressings,"pineapple chunks in juice;mandarin oranges;seedless grapes;cantaloupe, cut into chunks;watermelon chunks;marshmallows;sour cream;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['pineapple', 'chunks', 'in', 'juice', ';', 'mandarin', 'oranges', ';', 'seedless', 'grapes', ';', 'cantaloupe', ',', 'cut', 'into', 'chunks', ';', 'watermelon', 'chunks', ';', 'marshmallows', ';', 'sour', 'cream', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Top Ramen Salad,"Mix Ramen seasoning packet with oil, vinegar, and sugar. pour over mixture of salad greens, red onion, and peas. Add crushed Ramen noodles.",1,pkg.,chicken Ramen, 1/4,cup,oil, 1/4,cup,vinegar, 1/4,cup,sugar,nan,nan,salad greens,nan,nan,red onion,1,cup,frozen peas,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,salads and dressings,chicken Ramen;oil;vinegar;sugar;salad greens;red onion;frozen peas;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan,"['chicken', 'Ramen', ';', 'oil', ';', 'vinegar', ';', 'sugar', ';', 'salad', 'greens', ';', 'red', 'onion', ';', 'frozen', 'peas', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",['sugar']
Zucchini Apple Slaw,Mix together. Put on crisp lettuce. Top with dressing., 1/2,cup,mayonnaise,3,Tbsp,vinegar,1,cup,sugar,1,tsp,caraway seed,4,cups,"zucchini, coarsely shredded", 1/2,cup,"green onions, sliced",2 or 3,nan,"tart apples, cut in chunks",nan,nan,salt and pepper,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,salads and dressings,"mayonnaise;vinegar;sugar;caraway seed;zucchini, coarsely shredded;green onions, sliced;tart apples, cut in chunks;salt and pepper;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['mayonnaise', ';', 'vinegar', ';', 'sugar', ';', 'caraway', 'seed', ';', 'zucchini', ',', 'coarsely', 'shredded', ';', 'green', 'onions', ',', 'sliced', ';', 'tart', 'apples', ',', 'cut', 'in', 'chunks', ';', 'salt', 'and', 'pepper', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']","['sugar', 'apples']"
Broccoli Cheese Soup,"Place potato, broccoli (reserve 2 cups), carrots, garlic, onion, salt, and water in large saucepan. Bring to boil, then simmer until all vegetables are very tender. Puree in blender or food processor, and transfer to kettle or dutch oven. Steam reserved broccoli pieces until just tender. Add to puree along with all remaining ingredients. Heat gently. Serve topped with additional grated cheddar cheese.",1,large,"potato (2-3 cups), peeled and diced",2,cups,"broccoli florets, cut or broken",1,medium,"carrot, peeled and chopped",3,medium,"cloves of garlic, peeled",1 1/2,cups,"onion, chopped",1 1/2,tsp,salt,4,cups,water,2,cups,"cheddar cheese, grated", 3/4,cups,low-fat milk,1,tsp,dill,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,soup,"potato (2-3 cups), peeled and diced;broccoli florets, cut or broken;carrot, peeled and chopped;cloves of garlic, peeled;onion, chopped;salt;water;cheddar cheese, grated;low-fat milk;dill;nan;nan;nan;nan;nan;nan;nan;nan;nan","['potato', '(', '2-3', 'cups', ')', ',', 'peeled', 'and', 'diced', ';', 'broccoli', 'florets', ',', 'cut', 'or', 'broken', ';', 'carrot', ',', 'peeled', 'and', 'chopped', ';', 'cloves', 'of', 'garlic', ',', 'peeled', ';', 'onion', ',', 'chopped', ';', 'salt', ';', 'water', ';', 'cheddar', 'cheese', ',', 'grated', ';', 'low-fat', 'milk', ';', 'dill', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",['milk']
Chicken Noodle Soup,"Boil chicken, remove from bones and chop. Set aside. Cook potato, carrots, celery, and onion in water to cover. When tender add the chicken, bouillon cubes, poultry seasoning, and salt. Add a large handful of narrow egg noodles. Add more liquid if necessary and cook until noodles are tender.",2,cups,"chicken, cooked and chopped",1,large,"potato, diced",3,large,"carrots, diced",2,stalks,"celery, sliced",1,large,"onion, chopped",2,cubes,chicken bouillion,nan,dash,poultry seasoning,nan,nan,"salt, to taste",nan,large handful,narrow egg noodles,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,soup,"chicken, cooked and chopped;potato, diced;carrots, diced;celery, sliced;onion, chopped;chicken bouillion;poultry seasoning;salt, to taste;narrow egg noodles;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['chicken', ',', 'cooked', 'and', 'chopped', ';', 'potato', ',', 'diced', ';', 'carrots', ',', 'diced', ';', 'celery', ',', 'sliced', ';', 'onion', ',', 'chopped', ';', 'chicken', 'bouillion', ';', 'poultry', 'seasoning', ';', 'salt', ',', 'to', 'taste', ';', 'narrow', 'egg', 'noodles', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Cleo's Clam Chowder,"Boil potatoes. Save water. When potatoes are tender add bacon, onion, and celery. Add half and half, milk and seasonings. Thicken with a cup of flour mixed with water. Add to boiling soup. Stir in clams, but not too soon or they will get tough.", 1/2,pound,"bacon, chopped and browned",1,large,"onion, suated",3,stocks,"celery, sauted",2,cups,"potatoes, peeled and diced",1,pint,half and half,1,quart,milk,nan,nan,salt and pepper,nan,nan,thyme or basil,4,cans,chopped clams with juice,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,soup,"bacon, chopped and browned;onion, suated;celery, sauted;potatoes, peeled and diced;half and half;milk;salt and pepper;thyme or basil;chopped clams with juice;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['bacon', ',', 'chopped', 'and', 'browned', ';', 'onion', ',', 'suated', ';', 'celery', ',', 'sauted', ';', 'potatoes', ',', 'peeled', 'and', 'diced', ';', 'half', 'and', 'half', ';', 'milk', ';', 'salt', 'and', 'pepper', ';', 'thyme', 'or', 'basil', ';', 'chopped', 'clams', 'with', 'juice', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",['milk']
Creamy Zucchini Mushroom Soup,"Combine zucchini, onion, garlic and butter in 2 qt. microwave-safe casserole. Cover and microwave on high setting 5 to 7 minutes, stirring every 3 minutes, until vegetables are tender. Place zucchini mixture in blender container; blend until smooth. Return to casserole dish; add all remaining ingredients except sour cream, pepper and pine nuts. Cover and microwave 5 to 6 minutes, or until heated through. Stir in sour cream and season to taste with pepper. Ladle into soup bowls and garnish with sprinkle of pine nuts. Serve immediately.",3,cups,"zucchini, thinly sliced (about 3/4 lb.)", 1/4,cups,"onion, chopped",3,cloves,"garlic, minced",1,Tbsp,butter or margarine,1,10 oz. can,"cream of mushroom soup, condensed",1 1/2,cups,water, 1/2,cup,milk, 1/2,tsp,"fresh oregano, chopped or 1/4 tsp dried",1 1/2,tsp,"fresh basil, or 1/4 tsp dried", 1/2,cup,sour cream,nan,nan,"ground pepper, to taste", 1/2,cup,"pine nuts, toasted",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,soup,"zucchini, thinly sliced (about 3/4 lb.);onion, chopped;garlic, minced;butter or margarine;cream of mushroom soup, condensed;water;milk;fresh oregano, chopped or 1/4 tsp dried;fresh basil, or 1/4 tsp dried;sour cream;ground pepper, to taste;pine nuts, toasted;nan;nan;nan;nan;nan;nan;nan","['zucchini', ',', 'thinly', 'sliced', '(', 'about', '3/4', 'lb', '.', ')', ';', 'onion', ',', 'chopped', ';', 'garlic', ',', 'minced', ';', 'butter', 'or', 'margarine', ';', 'cream', 'of', 'mushroom', 'soup', ',', 'condensed', ';', 'water', ';', 'milk', ';', 'fresh', 'oregano', ',', 'chopped', 'or', '1/4', 'tsp', 'dried', ';', 'fresh', 'basil', ',', 'or', '1/4', 'tsp', 'dried', ';', 'sour', 'cream', ';', 'ground', 'pepper', ',', 'to', 'taste', ';', 'pine', 'nuts', ',', 'toasted', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",['milk']
Elephant Stew,"Cut elephant into bite-size pieces. (Allow approximately 12 months.) Add enough gravy to cover. Cook over kerosene fire for 4 weeks at 463 degrees. Makes 3,300 servings. To extend recipe add rabbits, but only if necessary, as some people do not like to find hare in their stew.",1,medium,elephant,nan,nan,salt and pepper to taste,nan,nan,brown gravy,2,nan,rabbits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,soup,elephant;salt and pepper to taste;brown gravy;rabbits;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan,"['elephant', ';', 'salt', 'and', 'pepper', 'to', 'taste', ';', 'brown', 'gravy', ';', 'rabbits', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
